recipe_id,user_id,rating,liked,review,date
220946,560491,4,1,"Good potatoes!  I like that they are baked and not boiled, gives them that fluffy texture you get with baked potatoes.  The basil gives it a nice fresh taste and the amount of butter and parmesan cheese was perfect.  Made for Zaar Stars.",2012-05-22
220946,136828,5,1,"These are great potatoes!!  I used yukon golds, since that's what I had on hand, and black truffle butter in place of regular butter.  I thought that the amount of basil might be overwhelming, but it really went well in the dish.  Plus, this recipe is so easy to put together, it would be perfect for a dinner party.  DH gave these potatoes an enthusiastic two thumbs up, so they'll be a regular in our house in the future.<br/><br/>Thanks, Sharon, for a super recipe.",2012-08-05
220946,363055,5,1,Delicious!!  What a great way to fix potatoes ahead of time!!,2013-06-24
325808,498376,3,0,"In the future, I would use less onion or possibly exclude the onion.  Although only a small amount of onion, the taste overwhelmed the entire salad!  The salad also needs more salt.  Finally, I would add garlic or mayo to add some 'zing'.",2009-07-05
86501,507337,5,1,"HEAVENLY! 
Also GREAT with banana! Has an almost banana foster like flavor.
I did this with one tortilla, and half the ingredients. Instead of buttering the tortilla I just cooked it over the butter and sugar on low heat in a nice stick free pan. Was easier, and tasted better in my opinion.",2007-06-02
86501,45057,5,1,My boys ate this up.  I did use bananas though. It tasted just like a bananas foster quesadilla. It was really good.,2008-01-05
254565,199848,5,1,"Fabulous!  This goes on the ""comfort food"" list.  I used the option of the chopped onion instead of the powder.  I did cut some fat;  I used reduced-fat smoked sausage, and my milk and half and half were fat free and the soup was still thick and creamy.  I used 4 oz of cheddar in place of Velveeta.  I love sauerkrautr, so I used a whole 15-oz can.  This has such great flavor.  It's now one of my favorite soups!  I'm tempted to add some potatoes... maybe carrots, too, for a hearty meal-in-one soup!   Thanx for this recipe!!!",2008-01-24
254565,35488,5,1,"WOW!  So good, so easy.  2 changes to deal with an undersupplied kitchen - beef instead of chicken broth, and shredded cheddar in place of velveeta.  WOW!~ Will add this to the winter rotation - we both loved it - and are sending the left overs to my MIL who is German and will also love it!",2008-12-08
63407,51797,5,1,This cake is very easy to make and tastes wonderful.  I added 1/4 teaspoons each of cinnamon and nutmeg.  Thanks for sharing your recipe kitchengrrl.  I'll be making this cake often.,2003-06-01
63407,54271,5,1,I made this to have after the hurricane hit. Had to sample it before and there will not be any left to have after the hurricane!! It is very yummy!! Very quick and easy to put together.  Thank you for posting! ,2005-07-08
63407,167849,5,1,"This cake was really yummy and different.  A nice twist on an original.  
My tips:  don't bother using the knife to cut up the peaches; when you dump them in the cake mix and beat w/ a mixer, they break up nicely.  I also covered the cake w/ foil for the latter half of baking b/c it was getting a bit too brown.
Served this w/ mixed berry sauce and whipped cream.  Yum.",2005-07-12
63407,11455,5,1,this was delicious.  I made it just as directed and it was gone in a few minutes.  then I made it with pears instead 0f peaches and it was just as good.,2005-07-15
63407,514880,2,0,I was surprised after reading the other reviews that I did not care for this cake at all. I certainly would not like it at all if I had not made a peach sauce to accompany it. I won't make again.,2008-01-22
292618,353108,5,1,"I made this for the 08 PAC and my family all loved it! I don't usually like crumb toppings on mac & cheese, but I've never had one with cheese cracker topping, so I did half with and half without. I did end up enjoying the side with the topping. The dish was very creamy!! I doubled the noodles because it didn't seem like it would be enough. There still seemed to be enough of the sauce even with that amount of pasta. It is hardly low fat, but it will be a neat treat now and then! Thanks for sharing it!",2008-04-29
292618,31688,5,1,This is the best mac and cheese that I have ever made! Try it you will love it too.,2008-11-11
292618,799187,5,1,Made this last night... we liked it a lot...very cheesy... I put 2 cups mild chedder and two cups monterayjack/colby mix..it was really good...I would make it again... :),2009-03-08
292618,513230,5,1,"I had some sour cream to use up and found this recipe. I am so happy I did! This makes a wonderfully creamy mac n' cheese. Since I didn't have cheese crackers on hand I crushed some Ritz, dabbed butter on the top and sprinkled parmesan cheese over it. Turned out fabulous! I think the crust ended up being my favourite part (I don't usually make mac n' cheese with any type of crust.) Delicious and definitely going to be a repeat dish for me! Thanks for sharing!",2010-04-22
292618,1802660470,5,1,"Easy to make, creamy and good! I didn&#039;t want to put eggs in mine so this recipe was just what I needed. I used cheddar and Italian cheese mix. I wasn&#039;t sure about sour cream in it but it was so moist and the crackers on top were an added bonus if you like crunch! I used jalapeno cheese crackers. Will make again using all cheddar.",2014-04-11
292618,2001241652,5,1,This was delicious. Everyone raved about it!,2016-11-11
292618,2001676281,5,1,"I used mozzarella, cheeder, and parmesan cheese. It turned out so creamy but still had that sharper cheese taste I love!",2017-08-17
657,6702,5,1,"My bread loving family adored these rolls! My only change for next time is to make 16 rolls instead of 8, they were HUGE for dinner rolls! :) The leftover will be great for turkey sandwiches though. ;)",2001-11-23
657,209983,4,1,"I for some reason had trouble with these, they wouldn't rise properly and I had trouble with the dough. Im thinking that the mild wasn't warm enought for the yeast to propertly rise. I will have to try again but next time I may dissolve the yeast in the milk/sugar mixture and let it proof and see if that changes things.  I make breads and rolls all the time.  The color was beautiful the glaze made them very pretty, the cooking time was perfect and the fact that they didnt rise my rolls were a bit smaller which of course was ok for as large of a dinner as I made.  Thanks for posting and I will try again with a few changes to see if that makes any diffrence",2006-03-18
657,342456,5,1,"These were really good, my whole family loved them. The only thing different I did was to use bread flour instead of plain white. These came out soo silky in texture. Thanks for posting.",2007-03-12
66241,850607,0,0,So fluffy!  Topped with a little butter...ahhh...pancake perfection.,2009-08-06
328187,242729,5,1,"An apple chutney with a kick! NICE! Not the same as my British apple chutney, but I loved the variation on the chilli heat in this one. I used local French cider vinegar for this and halved the recipe, as I have a pantry FULL of preserves! We tried this after it had been maturing for 4 weeks, and it was mellow. Made for the Aussie/Kiwi recipe swap, thanks Syd! FT:-)",2009-02-05
376097,236394,5,1,"I've just taken it out of the cake pan and not only does it look great, it tastes terrific as well. Thanks for the recipe.",2009-09-02
376097,1382819,0,0,"I just made this wonderful cake from figs in my back yard.  It is absolutely beautiful to look at, with the pinkish figs, and the shiny syrup-- a work of art, really.  AND it tastes so rich and wonderful.  I give this an A+",2009-09-13
376097,336603,5,1,Excellent recipe. The cake turned out beautiful and tasted great. I used Splenda as I am on a very restricted sugar diet. Both my wife and I thought it couldn't be better and couldn't tell sugar had been eliminated. Thanks,2010-07-25
376097,1974690,5,1,"Delicious! I added chopped walnuts to the batter and it turned out great! I posted a couple of pictures since the recipe didn't have any. I think the cake can look a lot better than what mine did, but the taste is great! Thank you for posting it",2012-07-04
376097,697142,5,1,Thank you for sharing this recipe.  I was looking for something to make with figs and this was fantastic.  I ended up using brown turkey figs.,2012-08-26
376097,2767711,5,1,Great cake.  Delicious served with fresh clotted cream.  Cake  has a lovely texture.  You could use almost any fruit with this cake recipe.  Will make often.,2013-04-03
376097,2957166,0,0,Great way to use up this year&#039;s bumper crop of figs. I modified the recipe to make a true skillet cake (as all good upsidedown cakes should be made!). It unmolded perfectly and looked beautiful.,2013-08-24
376097,12041592,5,1,"I have a very productive brown turkey fig tree and have made a couple of batches of fig infused vodka, which were delicious.  But, I had quite a few vodka soaked figs left over and didn&#039;t want to waste them.  So, I followed this recipe exactly, but also chopped and folded the slightly drunken figs into the batter.  The cake was fantastic and the added figs made it very moist and gave it an extra flavor punch.  I served it to a guest last night and had to freeze what was left so I wouldn&#039;t eat the rest of it today myself!",2014-09-07
376097,597545,5,1,This was awesome! So tasty !!!The whole family enjoyed it !!!!,2018-02-23
376097,2002030874,5,1,"Light fluffy batter, beautiful sticky figs. Will definitely make this crowd pleaser again",2018-03-05
376097,2002215150,5,1,"This is very tasty, buttery/ moist and not too sweet. The caramel and bake fig, great combination. I would add chopped walnuts next time after placing/arranging the figs. Thank for sharing this recipe. This recipe would be good with just walnuts or fruits ( blueberry or peaches) when its not fig season.",2018-07-11
376097,2002257832,5,1,This cake is one of the best cakes I have ever made. The only advice I have is the same advice given to me when my friend sent me this recipe- MAKE 2!,2018-08-26
376097,2002259245,5,1,"fig season is here! Every year I make several small (6&quot;, 7&quot; and 8&quot;) one layer upside down fig cakes and freeze them. That way we get to enjoy our figs throughout the year. Once cool I double wrap them in plastic wrap then in aluminum foil, label and freeze!",2018-08-27
121861,156034,5,1,"These were VERY easy and so delicious!!!  I used 1/2 cup peanute butter morsels and 1/2 cup chocolate chips and the combination was divine.  Great texture and JUST what I wanted as a snack.

Thank you Longhorn Mama....this is a new favorite recipe for me.",2006-09-25
121861,331880,5,1,This was great. I used just one cup of powdered sugar instead of three to make the frosting. I believe that with 3 cups it would turn out too sweet. Five stars recipe nevertheless!!!,2007-02-08
408628,568934,5,1,Oh My Heavens!!!  I had to make a few minor adjustments like a jar of diced tomatoes as I forgot this at the store and used carmelized onions as shallots looked horrible at the store.  I also used pepper bacon from the amish market and Asiago instead of the cheddar.  This was the first time I had avocado in a sandwich and it will not be my last.  Even Hubby loved this.  Food Orgasm!,2010-01-31
404627,316809,5,1,"I made this for PAC 2012. Wow, this was really good and easy to make! I don't have a wok so I used a deep frying pan. The flavors blended really well together and my family really enjoyed this. Thanks for posting this recipe!",2012-11-06
300077,131674,4,1,These were very good.  I loved the butterscotch taste left by the schnapps.  Very quick and easy to do.,2008-09-23
330190,250031,4,1,"I followed the recipe exactly. These were quite good. The teenagers in the house give it 4 stars. I think it needs a *tad* more pumpkin flavor; I don't know how. Maybe some nutmeg or pumpkin pie spice. The cream cheese icing was perfect with it.  Made for My Three Chefs, Fall 2008.",2008-11-15
330190,2009447,5,1,"I&#039;ve made these several times and they are delicious!!  Everyone requests the recipe when I share it, perfect for a fall treat!!",2015-10-08
278310,563958,5,1,"Simplicity itself, but the taste of crab is superbly delicious without additions! This is the classic Coastal Carolina recipe I grew up with.

I omit the salt and pepper, adding them to personal taste after serving. I use only 1/2 teaspoon lemon juice.

Thanks Mermaid for a recipe that cannot be bettered.",2008-02-06
278310,559493,5,1,This was so easy to make and delicious.  This one goes in my favorites!,2009-07-27
278310,2001618124,5,1,My family really enjoys this.,2017-07-09
266220,288146,5,1,LOVED THESE!  I'm always looking for new recipes to use up the thanksgiving leftovers and this is perfect!  I love the crunch the turkey and stuffing get from browning in the pan.  The only thing I did different was to add a little salt and pepper to the sauce.  Thanks for the awesome recipe B&B!,2007-11-27
266220,226863,5,1,"Thanksgiving is over, and I've packed up leftovers for departing guests, but I still find myself with some turkey and some dressing.  This was perfect!  I made them ""patty"" shaped to freeze easier.  I like the OAMC idea...having these in the freezer on a busy workday will be nice.  These taste just like turkey and dressing!  Made for PRMR tag!",2008-11-29
266220,362919,5,1,"Tasty, I used leftover gravy  instead of the sauce. I don't buy turkey often but great for leftovers during the holidays. Served on top of leftover mashed potatoes.",2008-12-27
266220,1105991,4,1,These were pretty good.  It was a little hard getting them to come together in a croquette but I eventually managed.  Made for PRMR tag.,2009-11-29
266220,1012048,2,0,Not bad.  They didn't hold together real well and maybe if the turkey had been finely shredded they would have or perhaps add another egg.  I didn't use soup over them either.,2010-11-26
266220,491095,5,1,"I loved this recipe, so glad I tried it. Sorry I didn't rate sooner!",2010-12-17
266220,50969,5,1,"I made these on 11/28/11,using leftovers from our Thanksgiving Dinner (which we had on 11/27/11). I followed the recipe as it was written but after chilling, I did have to add about 1/4 cup of unseasoned bread crumbs to make it firm enough to form the croquettes. To save a step, I combined the flour with the bread crumbs and then rolled croquettes in that and fried. I made homemade gravy by melting a little margarine and added some finely chopped onion,cooked until onion was soft.Then I added about 3 tablespoons of of flour and cooked long enough to get rid of the flour taste.And added about 1 cup of chicken broth and stirred until slightly thickened,and seasoned with S & P.I served the gravy over the croquettes and mashed potatoes,along with peas and carrots on the side. I know they were made too big,because I ended up with 6 instead of 8. But the next time ( and there sure will be a nest time :) ), I'll try to make them smaller. Thanks for posting a wonderful way to use leftover turkey and/or chicken. "" Keep Smiling :) """,2011-11-29
266220,2057200,4,1,"Hi, I had a bit of trouble getitng these tonset as well,but once I did they were well worth it..Thanks Brenda",2012-06-25
266220,2000094247,5,1,"Wonderful recipe!!! Thank you very much for providing it.  I was so amazed to see this recipe posted showing how-to use Turkey left overs.  Great idea!!!  The &quot;Croquettes&quot; are made back in France where I was brought up.  Back there, The &quot;Croquettes&quot; are  made using Chicken.",2015-05-30
266220,2001187474,4,1,"Added a cup of mashed potatoes and also coated in flour, then egg, then breadcrumbs. We used panko to make it extra crunchy. Served with cranberry sauce for the ultimate Thanksgiving leftovers.",2016-10-13
189182,55578,5,1,Great recipe Kitten!  I halved it and used imitation crab meat as I couldn't find any frozen and I didn't want to pay the high price of fresh. This truly was an excellent dip and I am thrilled to rate it first.,2008-12-26
280562,430471,5,1,"Wigal this is great. I made as stated and only added a little red onion. Loved the sauce mixture. Will use this again for shrimp. I actually forgot the mandarin oranges, but the flavor was wonderful without them. Thanks for the great recipe.",2008-05-05
280562,107135,5,1,loved thisa lot added onions served over chow mein noodles  this is spicy and flavorful  if you like  it warm this is the dish for you lol i will be making again zaar tour  6,2010-06-23
95556,5060,4,1,"made these baked eggs on Sunday for breakfast. I liked them but DH wasn't fond of them.  I think I could have baked them a little longer, I thought the whites were done but discovered in some of the ""cracks"" they were not cooked.  I cooked four in a pie plate and I believe they would have been better done separately in bowls as instructed.  Thanks for posting.",2007-11-26
95556,58439,4,1,"OK...this IS a great, easy dish, TRUE! Would definately make again too! HOWEVER, after even 20 minutes whites were not baked enough for me! Under griller for additional 5 - 8 minutes this plate did see! I also like yolks hard, hubby soft too! So cracked yolk on mine when it started to settle too! Think 3 tomatoes could have been two, Also done with say 100 grams of feta, but maybe is personal taste, TRUE! I did make them in bowls separately, Was wondering if I put them in Pyrex casserole this next time...we'll see! THANKS!
Hubby also added splash of worchester sauce too! :)",2008-05-16
339658,190540,5,1,This is very good comfort food. The only change was that I used a combination of turkey burger and turkey sausage.,2008-12-17
512296,280271,5,1,These were delicious...I cut the recipe down to 2 servings...wasn&#039;t sure if the ribs were to be boneless but that&#039;s what I used...I cooked them the full 2 1/2 hours...they were nice and tender and full of flavor...you get the heat but just a touch of it...there&#039;s not enough sauce to use over rice...so I served it next to horseradish mashed potato&#039;s...and a side of broccoli...thanks for sharing your recipe...=),2014-05-13
512296,266635,5,1,"We really enjoyed these short ribs.  The sauce is very flavorful and a little spicy -- not too much though.  The only change I made was to omit the green bell pepper, add a little more tomato sauce and I cooked these short ribs in my slow cooker.  Served these ribs and this delicious sauce over rice.  Will definitely make them again.  Made for PRMR, May, 2014.",2014-05-22
512296,131126,5,1,"I used slightly over two pounds of bone-in country pork ribs and half of the amounts for the sauce.  Note: I used a Sam Adams juniper beer. The ribs were extremely tender, slightly spicy hot, and wonderfully flavorful.  Next time I will make the full amount of sauce and leave a few seeds in the jalapenos. Yum! Thank you for sharing the recipe!",2015-01-10
471044,136997,5,1,"I like PB and pickles, but never thought to add chips. Oh so not good for you, but pretty tasty. Loved the crunch. Made for Everyday Holiday Tag game. :)",2013-03-01
267160,169430,4,1,This is a nice change from the usual creamed peas. The timing in the recipe is right on and the veggies were well cooked at 10 mins. I left out any sweetening simply because I don't personally favor a sweetening in such things and I used chives in place of the parsley. I used fat free evap milk. The lemon pepper is a lovely touch. This is great for a week night dinner and will go with practically anything. Thanks for posting.,2007-12-05
267160,465056,5,1,"I used a can of fat-free evaporated milk and omitted the sugar.  This was great and easy to fix.  Tagged for ""Make it Healthy""",2008-01-04
